study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
IMPROVE,PAD Revascularization,Emergency EVAR strategy,Open repair strategy,316,297,112,126,0.3544303797468354,0.4242424242424242,0.8354430379746836,-0.1797931104405959,0.1016539179572075,2014,77.0,85.0,3.0,Ruptured AAA. EVAR strategy reduces mortality by 14%
CREST,Carotid Interventions,Carotid stenting,Carotid endarterectomy,1262,1240,90,86,0.0713153724247226,0.0693548387096774,1.0282681605425128,0.0278759895746814,0.1453966074157534,2010,69.0,65.0,48.0,Symptomatic or high-grade asymptomatic stenosis. Similar outcomes
ACT-1,Carotid Interventions,Carotid stenting,Carotid endarterectomy,720,725,48,51,0.0666666666666666,0.0703448275862069,0.9477124183006536,-0.0537041789718611,0.1940952787598703,2016,70.0,64.0,60.0,Asymptomatic stenosis. Stenting non-inferior to surgery
ICSS,Carotid Interventions,Carotid stenting,Carotid endarterectomy,855,853,96,60,0.1122807017543859,0.0703399765533411,1.5962573099415205,0.4676617078006544,0.1572940232415167,2010,70.0,71.0,12.0,Symptomatic stenosis. Surgery superior in perioperative period
EVA-3S,Carotid Interventions,Carotid stenting,Carotid endarterectomy,265,259,29,11,0.1094339622641509,0.0424710424710424,2.5766723842195542,0.9464987929014193,0.3431577782349051,2006,72.0,71.0,4.0,Symptomatic stenosis. STOPPED EARLY - stenting higher risk
SPACE,Carotid Interventions,Carotid stenting,Carotid endarterectomy,605,595,53,45,0.0876033057851239,0.0756302521008403,1.158310376492195,0.1469623712965906,0.1943105296159553,2006,68.0,70.0,24.0,Symptomatic stenosis. Non-inferiority not demonstrated
REMATCH,LVAD,LVAD,Medical therapy,68,61,44,48,0.6470588235294118,0.7868852459016393,0.8223039215686275,-0.1956452179924251,0.1116301083252814,2001,67.0,89.0,13.0,Advanced HF. LVAD improved survival by 48% at 1 year
HeartMate II,LVAD,Continuous-flow LVAD,Pulsatile LVAD,200,130,71,65,0.355,0.5,0.71,-0.342490308946776,0.1295253439854966,2009,57.0,81.0,24.0,Bridge to transplant. Continuous-flow superior
MOMENTUM 3,LVAD,HeartMate 3 LVAD,HeartMate II LVAD,515,516,118,151,0.229126213592233,0.2926356589147287,0.782974345785379,-0.2446553475314331,0.1059120425567284,2017,60.0,78.0,24.0,Advanced HF. HM3 superior (less thrombosis)
ENDURANCE,LVAD,HVAD,HeartMate II,297,148,89,42,0.2996632996632997,0.2837837837837837,1.0559563892897228,0.0544468864101871,0.1578661418479069,2017,59.0,79.0,24.0,Bridge to transplant. Non-inferior for primary endpoint
REVIVE-IT,LVAD,Partial LVAD support,Full LVAD support,50,50,12,15,0.24,0.3,0.8,-0.2231435513142097,0.3316624790355399,2018,58.0,82.0,12.0,Partial vs full support - pilot trial
AVID,ICD Secondary Prevention,ICD,Antiarrhythmic drugs,507,509,80,122,0.1577909270216962,0.2396856581532416,0.6583244414265852,-0.4180573971000353,0.1294592529773925,1997,65.0,79.0,18.0,VF/VT arrest survivors. ICD reduces mortality by 31%
CIDS,ICD Secondary Prevention,ICD,Amiodarone,328,331,83,93,0.2530487804878049,0.2809667673716012,0.9006359821662733,-0.1046541183637388,0.1293481828982096,2000,64.0,85.0,36.0,Canadian trial. 20% mortality reduction with ICD
CASH,ICD Secondary Prevention,ICD,Amiodarone or metoprolol,99,92,36,44,0.3636363636363636,0.4782608695652174,0.7603305785123967,-0.2740019685477007,0.1718559722169965,2000,58.0,88.0,68.0,Cardiac arrest survivors. 23% mortality reduction
CABG-Patch,ICD Secondary Prevention,ICD,No ICD,446,454,101,95,0.226457399103139,0.2092511013215859,1.0822279915034223,0.0790218712620026,0.1264219531976535,1997,64.0,89.0,32.0,CABG with low EF. ICD no benefit (prophylactic at CABG)
DINAMIT,ICD Secondary Prevention,ICD,No ICD,332,342,62,58,0.1867469879518072,0.1695906432748538,1.1011632737847945,0.0963671426447887,0.1656332900338912,2004,62.0,76.0,30.0,Recent MI with low EF. ICD no overall benefit (too early post-MI)
DAVID,Pacemaker Modes,Backup VVI pacing,Dual-chamber DDDR,256,250,83,108,0.32421875,0.432,0.7505063657407407,-0.2870071459449378,0.1157635608917745,2002,66.0,76.0,12.0,ICD patients. Less RV pacing better (VVI backup superior)
MOST,Pacemaker Modes,Dual-chamber DDDR,Ventricular VVI,1014,996,189,202,0.1863905325443787,0.2028112449799196,0.919034507000996,-0.0844316089080925,0.0908366169689713,2002,74.0,53.0,33.0,"Sinus node dysfunction. DDDR reduces AF, no mortality benefit"
CTOPP,Pacemaker Modes,Physiologic pacing (AAI/DDD),Ventricular VVI,1094,1094,148,156,0.1352833638025594,0.1425959780621572,0.9487179487179488,-0.0526437334854217,0.1064840814493589,2000,73.0,55.0,37.0,First pacemaker. Physiologic pacing reduces AF by 18%
UKPACE,Pacemaker Modes,Dual-chamber DDD,Ventricular VVI,1012,1009,183,192,0.1808300395256917,0.1902874132804757,0.9502995306324112,-0.0509780486801624,0.0932394317746396,2005,80.0,50.0,54.0,"AV block, age ≥70. No difference in mortality or QOL"
DANPACE,Pacemaker Modes,Atrial AAI,Dual-chamber DDD,707,710,140,147,0.198019801980198,0.2070422535211267,0.956422172829528,-0.0445558600306435,0.1054642136938675,2011,73.0,58.0,62.0,Sick sinus syndrome. AAI vs DDD - no mortality difference
PASE,Pacemaker Modes,Dual-chamber DDD,Ventricular VVI,204,203,28,31,0.1372549019607843,0.1527093596059113,0.898798228969007,-0.1066967091123713,0.2411312527892574,1998,76.0,57.0,30.0,AV block. DDD improves QOL but not mortality
AFFIRM Pacing,Pacemaker Modes,Rate-responsive pacing,Fixed-rate pacing,91,89,18,21,0.1978021978021978,0.2359550561797752,0.8383045525902668,-0.1763738166119685,0.2845164971129308,2003,71.0,61.0,24.0,Rate response vs fixed rate - minimal difference
AAIR vs DDDR,Pacemaker Modes,AAIR,DDDR,177,160,32,35,0.1807909604519774,0.21875,0.8264729620661824,-0.1905880760296893,0.2189102808396724,2004,70.0,62.0,36.0,Sinus node disease. Similar outcomes
His-SYNC,Pacemaker Modes,His bundle pacing,Conventional RV pacing,24,17,3,4,0.125,0.2352941176470588,0.53125,-0.6325225587435105,0.6948691511751705,2018,68.0,65.0,12.0,His pacing pilot - more physiologic
BLOCK HF,Pacemaker Modes,Biventricular pacing,RV pacing,342,346,45,60,0.131578947368421,0.1734104046242774,0.7587719298245614,-0.2760540344566617,0.1818646168728187,2013,73.0,67.0,37.0,AV block with EF <50%. BiV better than RV pacing
COMPANION,CRT Additional,CRT-D,Optimal medical therapy,595,308,131,92,0.2201680672268907,0.2987012987012987,0.7370843989769821,-0.3050528764199441,0.116514923885269,2004,67.0,68.0,16.0,Advanced HF. CRT-D reduces mortality by 36%
CARE-HF,CRT Additional,CRT-P,Medical therapy,409,404,82,120,0.2004889975550122,0.297029702970297,0.6749796251018746,-0.3930727735994444,0.1249328619088638,2005,67.0,73.0,29.0,HF with dyssynchrony. CRT reduces mortality by 36%
MADIT-CRT,CRT Additional,CRT-D,ICD,1089,731,187,185,0.1717171717171717,0.253077975376197,0.6785148785148786,-0.3878488714069201,0.0920148699214381,2009,65.0,75.0,29.0,Mild HF (NYHA I-II). CRT reduces HF events by 41%
RAFT,CRT Additional,CRT-D,ICD,894,904,229,281,0.256152125279642,0.3108407079646018,0.8240623532127985,-0.1935090805608439,0.0755034314806719,2010,66.0,83.0,40.0,Mild-moderate HF. CRT reduces death/HF hospitalization by 25%
REVERSE,CRT Additional,CRT-ON,CRT-OFF,191,419,28,38,0.1465968586387434,0.0906921241050119,1.6164232570956183,0.4802158423243259,0.233254878295954,2008,62.0,73.0,12.0,Asymptomatic/mild HF. CRT prevents LV remodeling
MIRACLE,CRT Additional,CRT,Control (device off),228,225,32,45,0.1403508771929824,0.2,0.7017543859649122,-0.3541718137206139,0.2112860924564063,2002,67.0,68.0,6.0,Moderate-severe HF. CRT improves symptoms and function
MUSTIC,CRT Additional,CRT,No CRT (crossover),48,48,6,9,0.125,0.1875,0.6666666666666666,-0.4054651081081644,0.485912657903775,2001,66.0,88.0,12.0,Sinus rhythm with HF. CRT improves exercise capacity
CONTAK-CD,CRT Additional,CRT-D,ICD,245,245,38,42,0.1551020408163265,0.1714285714285714,0.9047619047619048,-0.1000834585569825,0.2048464009375941,2003,66.0,73.0,18.0,Moderate HF. CRT trend toward benefit
MIRACLE ICD,CRT Additional,CRT-D,ICD,187,182,24,31,0.1283422459893048,0.1703296703296703,0.7534931861307573,-0.2830353039149918,0.2511625611141169,2003,67.0,72.0,6.0,ICD indication + HF. CRT improves function
ECHO-CRT,CRT Additional,CRT,Medical therapy,809,813,116,93,0.1433868974042027,0.1143911439114391,1.2534790063399657,0.2259228904424275,0.1300279646228177,2013,63.0,78.0,19.0,Narrow QRS. CRT harmful - increased mortality
FIX-HF-5,Other Devices,Cardiac contractility modulation,Optimal medical therapy,160,158,22,28,0.1375,0.1772151898734177,0.7758928571428572,-0.2537408390237481,0.2618963864675886,2016,61.0,78.0,12.0,"HFrEF with narrow QRS. CCM improves QOL, exercise capacity"
FIX-HF-5C,Other Devices,CCM,Medical therapy,85,86,12,15,0.1411764705882353,0.1744186046511628,0.8094117647058823,-0.2114475115510185,0.3558193181108958,2019,64.0,76.0,12.0,"Extension of FIX-HF-5, confirmed benefit"
ANTHEM-HF,Other Devices,Vagal nerve stimulation,Medical therapy,30,30,4,6,0.1333333333333333,0.2,0.6666666666666666,-0.4054651081081644,0.5916079783099616,2016,59.0,80.0,12.0,HFrEF. VNS pilot showed improved function
NECTAR-HF,Other Devices,Vagal nerve stimulation,Sham,43,43,6,5,0.1395348837209302,0.1162790697674418,1.2,0.1823215567939546,0.5658224445527854,2014,57.0,88.0,6.0,HF. No benefit from VNS
HOPE4HF,Other Devices,Baroreflex activation,Medical therapy,146,146,31,38,0.2123287671232876,0.2602739726027397,0.8157894736842105,-0.2035989552412395,0.2118377300030071,2023,63.0,80.0,12.0,HFrEF. Baroreflex activation improves QOL
SYMPLICITY HTN-3,Other Devices,Renal denervation,Sham procedure,364,171,48,23,0.1318681318681318,0.1345029239766081,0.9804108934543718,-0.0197835161553394,0.2360431914698484,2014,57.0,68.0,6.0,Resistant HTN. No BP benefit (negative trial)
SPYRAL HTN-OFF MED,Other Devices,Renal denervation,Sham,38,42,5,6,0.131578947368421,0.1428571428571428,0.9210526315789472,-0.0822380982369721,0.5626200790795318,2017,51.0,52.0,3.0,Off medications. Renal denervation reduced BP
MUST-EECP,Other Devices,Enhanced external counterpulsation,Sham EECP,72,67,15,18,0.2083333333333333,0.2686567164179104,0.775462962962963,-0.2542950564190438,0.3056271588046536,1999,62.0,87.0,12.0,Refractory angina. EECP reduces angina
RESPECT,Other Devices,PFO closure,Medical therapy,499,481,18,28,0.0360721442885771,0.0582120582120582,0.6196679072430575,-0.4785715779247967,0.2952741627281451,2017,46.0,54.0,66.0,Cryptogenic stroke + PFO. Closure reduces recurrent stroke by 46%
RAVEL,BMS vs DES,Sirolimus-eluting stent (Cypher),Bare-metal stent,120,118,5,28,0.0416666666666666,0.2372881355932203,0.175595238095238,-1.739573716057485,0.4678743165741906,2002,61.0,75.0,12.0,FIRST DES trial. Randomised study with the sirolimus-coated Bx Velocity balloon-expandable stent in the treatment of patients with de novo native coronary artery Lesions. Showed 0% restenosis with DES vs 26.6% with BMS - revolutionary!
SIRIUS,BMS vs DES,Sirolimus-eluting stent,Bare-metal stent,533,525,36,87,0.0675422138836773,0.1657142857142857,0.4075823251601216,-0.8975123417726945,0.188390806937863,2003,62.0,71.0,9.0,SIRolImUS-coated Bx Velocity stent. US pivotal trial that led to FDA approval. TVR reduced from 16.6% to 4.1% - landmark achievement
E-SIRIUS,BMS vs DES,Sirolimus-eluting stent,Bare-metal stent,175,177,11,34,0.0628571428571428,0.192090395480226,0.3272268907563025,-1.117101493167476,0.3300861287400051,2003,62.0,76.0,8.0,European SIRIUS trial. Confirmed benefit of DES in European population
C-SIRIUS,BMS vs DES,Sirolimus-eluting stent,Bare-metal stent,50,50,3,12,0.06,0.24,0.25,-1.3862943611198906,0.6137317546507323,2004,63.0,78.0,9.0,Canadian SIRIUS. Smaller trial confirming DES benefit
TAXUS-I,BMS vs DES,Paclitaxel-eluting stent,Bare-metal stent,31,30,0,3,0.0161290322580645,0.1166666666666666,0.1382488479262672,-1.9786999718783045,1.4900076804717564,2003,59.0,79.0,6.0,TAXUS Slow-Release. First paclitaxel DES trial. Showed feasibility of alternative drug
TAXUS-II,BMS vs DES,Paclitaxel-eluting stent,Bare-metal stent,268,267,18,40,0.0671641791044776,0.149812734082397,0.448320895522388,-0.8022460183283788,0.270331082045542,2003,62.0,74.0,6.0,TAXUS II Slow-Release and Moderate-Release. Tested two formulations vs BMS
TAXUS-IV,BMS vs DES,Paclitaxel-eluting stent,Bare-metal stent,662,652,48,101,0.0725075528700906,0.1549079754601227,0.4680685591217732,-0.7591404999437237,0.1664031462530922,2004,63.0,74.0,9.0,Large US pivotal trial. Led to FDA approval of TAXUS stent. TLR 4.7% vs 12.0%
TAXUS-V,BMS vs DES,Paclitaxel-eluting stent,Bare-metal stent,577,579,51,79,0.0883882149046793,0.1364421416234887,0.6478072965798654,-0.4341620086777999,0.1697228712212064,2005,64.0,74.0,9.0,"Complex lesions (long, small vessels). DES superior even in complex anatomy"
TAXUS-VI,BMS vs DES,Paclitaxel-eluting stent,Bare-metal stent,219,227,22,38,0.1004566210045662,0.1674008810572687,0.6000961307378034,-0.5106654187031681,0.2505969643450519,2006,63.0,77.0,9.0,Bifurcation lesions. DES benefit extends to bifurcations
SPIRIT-II,BMS vs DES,Everolimus-eluting stent (Xience),Paclitaxel-eluting stent,223,77,15,10,0.0672645739910313,0.1298701298701298,0.5179372197309418,-0.6579012414982705,0.3862581374507445,2006,62.0,72.0,6.0,FIRST second-generation DES trial. Everolimus vs paclitaxel - new era begins
SPIRIT-III,BMS vs DES,Everolimus-eluting stent,Paclitaxel-eluting stent,669,332,43,44,0.0642750373692077,0.1325301204819277,0.4849843728767495,-0.7236386094364388,0.2036572369867523,2008,64.0,75.0,12.0,Clinical equivalence of EES vs PES. Non-inferior for clinical endpoint
SPIRIT-IV,BMS vs DES,Everolimus-eluting stent,Paclitaxel-eluting stent,2458,1229,104,82,0.0423108218063466,0.0667209113100081,0.6341463414634145,-0.4554755286828259,0.1434921673521626,2010,64.0,74.0,12.0,Largest SPIRIT trial. Confirmed EES superiority - became gold standard
COMPARE,BMS vs DES,Everolimus-eluting stent,Paclitaxel-eluting stent,897,903,48,72,0.0535117056856187,0.0797342192691029,0.6711259754738016,-0.398798416749975,0.1802774952909198,2010,64.0,77.0,12.0,All-comers trial. EES reduced MACE by 31% vs PES in real-world population
LEADERS,BMS vs DES,Biolimus-eluting stent (BES),Sirolimus-eluting stent,857,850,74,92,0.0863477246207701,0.108235294117647,0.797777890517985,-0.225925052958288,0.1484578963852903,2008,65.0,77.0,9.0,"BES with biodegradable polymer vs durable polymer SES. Similar efficacy, potentially safer"
BASKET-PROVE,BMS vs DES,DES (various),Bare-metal stent,1406,594,106,62,0.0753911806543385,0.1043771043771043,0.7222961501399532,-0.3253200439409897,0.1522112193150392,2010,67.0,77.0,24.0,Large-vessel PCI (≥3mm). DES benefit less clear in large vessels at 2 years
ENDEAVOR II,DES Generation Comparisons,Zotarolimus-eluting stent (Endeavor),Bare-metal stent,598,597,49,84,0.0819397993311036,0.1407035175879397,0.5823578595317725,-0.5406701412907167,0.1701929566443498,2006,63.0,69.0,9.0,Zotarolimus (ENDEAVOR) vs BMS. Less efficacy than sirolimus but faster endothelialization
ENDEAVOR III,DES Generation Comparisons,Zotarolimus-eluting stent,Sirolimus-eluting stent (Cypher),323,113,21,5,0.0650154798761609,0.0442477876106194,1.4693498452012383,0.3848200207790066,0.4854621662547202,2006,63.0,72.0,8.0,ZES vs SES. ZES had higher restenosis but potentially better safety
ENDEAVOR IV,DES Generation Comparisons,Zotarolimus-eluting stent,Paclitaxel-eluting stent (Taxus),773,775,48,60,0.0620957309184993,0.0774193548387096,0.8020698576972833,-0.2205595705482846,0.1868582788065671,2008,63.0,73.0,8.0,ZES non-inferior to PES for clinical endpoint. Similar efficacy
RESOLUTE All Comers,DES Generation Comparisons,Zotarolimus-eluting stent (Resolute),Everolimus-eluting stent (Xience),1140,1152,101,106,0.0885964912280701,0.0920138888888889,0.9628599801390268,-0.0378472774035123,0.1326261807681618,2010,64.0,73.0,12.0,Resolute (improved ZES) vs Xience. Non-inferior - both excellent second-gen DES
TWENTE,DES Generation Comparisons,Resolute ZES,Xience V EES,697,697,56,56,0.0803443328550932,0.0803443328550932,1.0,0.0,0.1812314687221158,2011,64.0,74.0,12.0,"All-comers, real-world. Confirmed equivalence of two second-gen DES"
SORT OUT IV,DES Generation Comparisons,Sirolimus-eluting stent (Cypher),Everolimus-eluting stent (Xience),1229,1223,104,78,0.0846216436126932,0.0637775960752248,1.3268239761323568,0.2827880985729183,0.1442378809385089,2011,63.0,76.0,9.0,Danish all-comers. EES superior to SES - second-gen better than first-gen
SORT OUT V,DES Generation Comparisons,Biolimus-eluting stent (Nobori),Sirolimus-eluting stent (Cypher),1229,1239,90,95,0.0732302685109845,0.0766747376916868,0.9550768703695772,-0.0459634492071681,0.1414802274116245,2012,64.0,76.0,12.0,BES with biodegradable polymer non-inferior to SES
BIOSCIENCE,DES Generation Comparisons,Biolimus-eluting stent (biodegradable),Everolimus-eluting stent (durable),1003,997,82,83,0.0817547357926221,0.0832497492477432,0.9820418263282442,-0.0181213785324419,0.1491418677707298,2014,66.0,76.0,12.0,Biodegradable vs durable polymer. Similar safety and efficacy
BIOFLOW-II,DES Generation Comparisons,Orsiro sirolimus-eluting stent,Xience V everolimus-eluting stent,327,165,15,12,0.0458715596330275,0.0727272727272727,0.6307339449541285,-0.4608711456824629,0.3753415643968287,2013,67.0,75.0,9.0,Ultra-thin strut Orsiro vs Xience. Non-inferior for late lumen loss
HOST-ASSURE,DES Generation Comparisons,Zotarolimus-eluting stent (Resolute Integrity),Everolimus-eluting stent (Xience/Promus),1820,1828,87,89,0.0478021978021978,0.0486870897155361,0.9818249166563772,-0.0183422791343018,0.1470840284613951,2016,62.0,75.0,12.0,All-comers ACS. ZES non-inferior to EES in ACS setting
SYNTAX,PCI vs CABG,PCI (drug-eluting stents),CABG,903,897,152,112,0.1683277962347729,0.124860646599777,1.34812529663028,0.2987149581929925,0.1152617537743456,2009,65.0,78.0,12.0,LANDMARK: Synergy between PCI with TAXUS and Cardiac Surgery. 3-vessel or left main CAD. CABG superior in complex disease (high SYNTAX score >32). Introduced SYNTAX score to guide revascularization choice
FREEDOM,PCI vs CABG,PCI (drug-eluting stents),CABG,953,947,176,131,0.1846799580272822,0.1383315733896515,1.3350528263498955,0.2889708613688764,0.1058778627271044,2012,63.0,71.0,45.0,Future REvascularization Evaluation in patients with Diabetes mellitus. Diabetes + multivessel CAD. CABG superior - 26% reduction in death/MI/stroke. Changed practice for diabetic patients
EXCEL,PCI vs CABG,PCI (everolimus-eluting stent),CABG,948,957,125,111,0.1318565400843881,0.115987460815047,1.1368171969437793,0.1282324251878994,0.1221033357812925,2016,66.0,77.0,36.0,"Evaluation of XIENCE versus Coronary Artery Bypass Surgery for Effectiveness of Left Main Revascularization. Left main CAD, low-intermediate SYNTAX. PCI non-inferior at 3 years (controversial at 5 years)"
NOBLE,PCI vs CABG,PCI (biolimus-eluting stent),CABG,592,603,93,66,0.1570945945945946,0.1094527363184079,1.4352733415233416,0.3613553129700102,0.1501886791394938,2016,66.0,80.0,49.0,Nordic-Baltic-British left main revascularization study. Left main CAD. CABG superior to PCI - lower MACE. Contrasts with EXCEL findings
ISCHEMIA,PCI vs CABG,Initial invasive strategy,Initial conservative strategy,2588,2591,318,352,0.1228748068006182,0.1358548822848321,0.9044563193761416,-0.1004212678766014,0.0722025833700435,2020,64.0,77.0,42.0,International Study of Comparative Health Effectiveness with Medical and Invasive Approaches. Stable CAD with ischemia. NO BENEFIT of routine invasive strategy over optimal medical therapy for death/MI. Paradigm-shifting for stable CAD management
COURAGE,PCI vs CABG,PCI + optimal medical therapy,Optimal medical therapy alone,1149,1138,211,202,0.1836379460400348,0.1775043936731107,1.0345543692750476,0.0339707729123823,0.0891110256988704,2007,62.0,85.0,54.0,Clinical Outcomes Utilizing Revascularization and Aggressive Drug Evaluation. Stable CAD. PCI did not reduce death/MI vs medical therapy - challenged dogma
BARI,PCI vs CABG,PTCA (balloon angioplasty),CABG,915,914,131,121,0.1431693989071038,0.1323851203501094,1.0814614099263875,0.078313283783039,0.1170942463043919,1996,61.0,74.0,63.0,Bypass Angioplasty Revascularization Investigation. Multivessel CAD in pre-stent era. Similar survival except in diabetics (CABG better)
CABRI,PCI vs CABG,PTCA,CABG,513,541,42,37,0.0818713450292397,0.0683918669131238,1.197091828670776,0.1798951393148557,0.2168843107794327,1995,60.0,87.0,12.0,Coronary Angioplasty versus Bypass Revascularisation Investigation. Multivessel disease. Similar mortality but more repeat procedures with PTCA
ARTS-I,PCI vs CABG,PCI (bare-metal stents),CABG,600,605,126,94,0.21,0.1553719008264462,1.351595744680851,0.3012859274961692,0.1235121313078121,2001,61.0,79.0,12.0,Arterial Revascularization Therapies Study. Multivessel CAD with BMS. Similar death/stroke/MI but more repeat revascularization with PCI
MASS-II,PCI vs CABG,PCI,CABG,203,203,42,38,0.2068965517241379,0.1871921182266009,1.105263157894737,0.1000834585569826,0.2006815799580009,2004,60.0,71.0,12.0,"Medicine, Angioplasty, or Surgery Study II. Multivessel CAD + angina. Also compared to medical therapy. CABG best for angina relief"
FAME,FFR/iFR-Guided PCI,FFR-guided PCI,Angiography-guided PCI,509,496,67,91,0.1316306483300589,0.1834677419354838,0.7174593579308707,-0.3320389769514792,0.1481000288617176,2009,65.0,77.0,12.0,Fractional Flow Reserve versus Angiography for Multivessel Evaluation. LANDMARK trial. FFR-guided reduced MACE by 28% and used fewer stents. Established physiologic guidance as superior to visual assessment alone
FAME-2,FFR/iFR-Guided PCI,FFR-guided PCI + medical therapy,Medical therapy alone,447,441,28,68,0.0626398210290827,0.1541950113378684,0.406237662850375,-0.9008169141676255,0.214278925482086,2012,64.0,76.0,7.0,FFR-guided PCI in stable CAD. STOPPED EARLY for efficacy. FFR-guided PCI reduced urgent revascularization by 66% vs medical therapy alone for hemodynamically significant lesions (FFR ≤0.80)
iFR-SWEDEHEART,FFR/iFR-Guided PCI,iFR-guided PCI,FFR-guided PCI,1242,1249,89,94,0.071658615136876,0.0752602081665332,0.9521447904889164,-0.0490381649057104,0.1423673397835481,2017,67.0,75.0,12.0,"Instantaneous wave-free ratio vs FFR in Swedish registry. iFR non-inferior to FFR. Advantage: no need for adenosine (hyperemia). Faster, better tolerated"
DEFINE-FLAIR,FFR/iFR-Guided PCI,iFR-guided strategy,FFR-guided strategy,1148,1158,78,83,0.0679442508710801,0.0716753022452504,0.9479450904663952,-0.0534586998535773,0.1520988744003315,2017,65.0,75.0,12.0,Functional Lesion Assessment of Intermediate stenosis to guide Revascularisation. iFR non-inferior to FFR. Confirmed equivalence of two physiologic assessment methods
DEFER,FFR/iFR-Guided PCI,Deferral of PCI (FFR >0.75),Performance of PCI,91,90,12,18,0.1318681318681318,0.2,0.6593406593406593,-0.4165149442947494,0.3417437150684219,2001,60.0,69.0,60.0,EARLY FFR trial. Deferral of PCI in lesions with FFR >0.75 was SAFE. Established FFR threshold and concept of avoiding unnecessary PCI
IVUS-XPL,IVUS/OCT-Guided PCI,IVUS-guided PCI,Angiography-guided PCI,700,700,30,48,0.0428571428571428,0.0685714285714285,0.625,-0.4700036292457356,0.2265160564055533,2015,62.0,75.0,12.0,Impact of intravascular ultrasound guidance on outcomes of Xience Prime stents in Long lesions. IVUS-guided reduced MACE by 38% in long lesions. Showed imaging benefit for complex PCI
ULTIMATE,IVUS/OCT-Guided PCI,IVUS-guided PCI,Angiography-guided PCI,724,724,21,36,0.0290055248618784,0.0497237569060773,0.5833333333333334,-0.5389965007326869,0.2695076890509784,2018,64.0,67.0,12.0,Intravascular Ultrasound Guided Drug-Eluting Stents Implantation in All-Comers. All-comers population. IVUS reduced TVF by 44% - benefit across broad population
ADAPT-DES,IVUS/OCT-Guided PCI,IVUS-guided (post-hoc analysis),Angiography-guided,723,7200,38,496,0.0525587828492392,0.0688888888888888,0.7629500736179896,-0.2705626841531596,0.1637373010422479,2014,64.0,75.0,12.0,Assessment of Dual AntiPlatelet Therapy with drug-eluting stents. Registry showing IVUS use associated with 57% reduction in stent thrombosis
ILUMIEN III,IVUS/OCT-Guided PCI,OCT-guided PCI,IVUS or angiography-guided,158,196,18,24,0.1139240506329113,0.1224489795918367,0.930379746835443,-0.0721624462482305,0.2929011223635803,2016,65.0,73.0,12.0,Optical Coherence Tomography Compared to Intravascular Ultrasound and Angiography to Guide PCI. OCT non-inferior to IVUS for stent expansion. Both imaging superior to angio alone
OPINION,IVUS/OCT-Guided PCI,OCT-guided PCI,IVUS-guided PCI,414,415,30,37,0.072463768115942,0.0891566265060241,0.8127692910301606,-0.2073079845766851,0.235659209174913,2018,66.0,73.0,12.0,OPtical coherence tomography vs INtravascular ultrasound in Ischemia On left Anterior Descending artery. OCT non-inferior to IVUS. Establishes OCT as alternative imaging modality
NORDIC-I,Bifurcation/Complex PCI,Crush technique (2 stents),Culotte technique (2 stents),206,207,28,33,0.1359223300970873,0.1594202898550724,0.8526037069726391,-0.1594604268154882,0.2373436942724222,2006,63.0,81.0,6.0,Nordic Bifurcation Study I. Compared two 2-stent techniques. Similar outcomes - no clear winner among complex techniques
NORDIC-III,Bifurcation/Complex PCI,Culotte stenting (2 stents),Crush stenting (2 stents),206,211,23,28,0.1116504854368932,0.1327014218009478,0.8413661581137309,-0.1727283295595688,0.2638159228684294,2009,65.0,79.0,8.0,Nordic-Baltic Bifurcation Study III. Confirmed similar outcomes with different 2-stent techniques
CACTUS,Bifurcation/Complex PCI,Crush stenting (2 stents),Provisional side branch stenting,182,168,22,18,0.1208791208791208,0.1071428571428571,1.1282051282051282,0.1206279877886147,0.299271138874457,2009,62.0,79.0,6.0,Coronary Bifurcations: Application of the Crushing Technique Using Sirolimus-Eluting Stents. Simple (provisional) approach non-inferior to complex 2-stent technique
BBC ONE,Bifurcation/Complex PCI,Provisional side branch stenting,Systematic 2-stent technique,250,250,28,35,0.112,0.14,0.7999999999999999,-0.2231435513142098,0.2372461048905003,2010,64.0,79.0,9.0,British Bifurcation Coronary Study. Provisional approach non-inferior and SIMPLER than routine 2-stent technique. Established provisional as standard
DEFINITION,Bifurcation/Complex PCI,Final kissing balloon inflation,No final kissing balloon,355,355,32,42,0.0901408450704225,0.1183098591549295,0.761904761904762,-0.2719337154836416,0.2223189622875709,2015,64.0,76.0,12.0,Double kissing (DK) crush versus Provisional stenting technique for treatment of coronary bifurcation lesions with NNNN. Final kissing balloon reduced restenosis
LoDoCo,Colchicine,Colchicine 0.5mg daily,Placebo,282,250,15,40,0.0531914893617021,0.16,0.3324468085106383,-1.1012754060875931,0.2900354588251004,2013,66.0,84.0,36.0,Low-Dose Colchicine for stable CAD. First trial showing colchicine reduces CV events (67% reduction in ACS/stroke/cardiac arrest). Small Australian pilot that started the colchicine revolution.
COLCOT,Colchicine,Colchicine 0.5mg daily,Placebo,2366,2379,107,145,0.0452240067624683,0.0609499789827658,0.7419856006062903,-0.2984254421940426,0.1240941060857179,2019,61.0,81.0,23.0,"Colchicine Cardiovascular Outcomes Trial. Post-MI within 30 days. Primary endpoint (death/MI/stroke/urgent revasc) reduced 23% (HR 0.77, p=0.02). Landmark trial proving inflammation targeting post-MI."
